This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
194610,  -1.01,  -1.54,  -2.70,  -2.37,  -0.41
194611,  -1.76,   0.87,  -1.61,   1.18,  -0.54
194612,   4.17,   6.39,   7.01,   7.23,   0.53
194701,   3.09,   2.49,   5.16,  -2.73,   4.19
194702,  -0.15,  -0.57,  -2.79,  -4.21,  -0.28
194703,  -3.42,  -2.20,  -3.34,  -1.26,  -4.47
194704,  -9.29,  -7.10,  -7.83,  -8.46,  -9.09
194705,  -3.65,  -3.89,  -2.92,  -5.38,  -4.24
194706,   6.67,   5.59,   6.30,   3.07,   4.91
194707,   6.06,   6.21,   6.89,   3.97,   6.75
194708,  -1.67,  -0.89,  -2.48,  -4.93,  -3.43
194709,   0.34,   1.21,   1.79,  -3.97,  -0.50
194710,   3.84,   3.96,   3.06,   3.60,   0.85
194711,  -3.16,  -2.93,  -2.62,  -2.87,  -2.55
194712,   0.17,   3.20,   0.91,   0.87,   4.93
194801,  -2.43,  -2.35,  -2.40,  -5.61,   2.43
194802,  -6.51,  -5.73,  -5.95,  -4.78,  -5.68
194803,   7.16,  10.83,  11.95,   6.51,  10.85
194804,   3.24,   4.10,   2.57,   1.52,   4.99
194805,   9.29,   8.35,  11.55,   7.24,   8.06
194806,  -2.20,  -1.12,  -0.27,  -1.03,  -0.60
194807,  -4.64,  -5.55,  -6.63,  -4.64,  -5.61
194808,  -0.06,  -0.34,  -0.20,  -1.91,   0.04
194809,  -4.17,  -3.98,  -4.37,  -3.42,  -5.38
194810,   4.09,   5.94,   5.40,   5.13,   6.12
194811,  -9.74, -11.19, -10.33,  -7.32, -11.59
194812,  -0.74,   2.05,   5.58,   2.68,   1.43
194901,   3.23,   1.05,  -1.34,   4.85,   2.08
194902,  -4.14,  -3.70,  -6.85,  -2.45,  -4.39
194903,   5.81,   5.93,   5.11,   6.21,   6.64
194904,  -2.92,  -3.67,  -5.61,   0.26,  -1.60
194905,  -2.78,  -4.77,  -6.11,  -2.68,  -5.62
194906,   0.76,  -1.37,  -2.59,   1.04,  -1.70
194907,   6.07,   6.46,   7.14,   5.39,   5.65
194908,   2.41,   3.00,   1.54,   0.81,   1.95
194909,   4.10,   4.19,   6.51,   3.50,   4.51
194910,   3.62,   3.87,   4.66,   3.45,   4.62
194911,   1.16,   1.11,   0.63,   2.58,  -0.14
194912,   7.09,   6.13,  10.04,   8.13,   8.52
195001,   4.19,   3.02,   8.47,   2.16,   5.04
195002,   0.54,   2.13,   3.80,   3.93,   1.42
195003,  -0.37,  -0.31,   3.68,  -2.92,  -0.66
195004,   3.89,   5.13,  10.32,   5.63,   4.10
195005,   3.15,   4.56,  -0.46,   1.45,   1.75
195006,  -6.85,  -7.54,  -9.47,  -6.37,  -8.14
195007,   4.09,   5.42,  -0.89,  -3.18,   8.81
195008,   5.01,   5.44,   6.98,   4.05,   3.38
195009,   5.48,   5.05,   6.96,   5.85,   5.96
195010,  -0.92,   0.08,  -3.19,   0.55,  -0.23
195011,   0.58,   4.47,   1.27,   3.28,   5.53
195012,   6.91,   8.14,   4.79,   6.30,  14.01
195101,   7.56,   7.79,   8.93,   4.05,   6.83
195102,   1.47,   1.03,   3.14,   2.16,   0.33
195103,  -3.72,  -3.25,  -3.17,  -0.04,  -3.63
195104,   1.91,   5.84,   4.49,   8.90,   2.68
195105,  -2.01,  -2.32,  -3.21,  -0.23,  -3.94
195106,  -4.87,  -4.20,  -4.09,  -1.45,  -5.43
195107,   3.00,   8.19,   5.28,  10.80,   6.89
195108,   4.16,   5.19,   6.24,  -0.63,   4.51
195109,   1.36,   2.34,   2.56,   0.02,   4.04
195110,  -2.69,  -1.69,  -4.06,  -3.58,  -3.23
195111,   0.26,   0.42,   2.86,  -1.33,   1.88
195112,   0.47,   2.19,   2.58,   3.19,   0.99
195201,   0.40,   2.56,   0.92,   2.52,   2.10
195202,  -1.64,  -2.49,  -1.48,  -3.56,  -1.60
195203,   2.04,   2.96,   3.00,   0.21,   4.40
195204,  -3.45,  -5.46,  -3.04,  -4.83,  -4.02
195205,   2.26,   2.58,   1.02,   1.06,   2.67
195206,   2.26,   3.25,   3.80,   0.95,   4.14
195207,   0.64,   1.46,   1.86,  -2.22,   0.63
195208,   0.63,  -0.39,   0.57,  -0.01,  -0.09
195209,  -1.49,  -2.01,   1.76,  -2.25,  -1.25
195210,  -1.35,  -1.07,  -0.43,  -1.48,  -1.16
195211,   4.74,   5.81,   6.52,   5.39,   6.15
195212,   1.69,   2.27,   2.61,  -0.26,   3.61
195301,   3.00,   2.05,   2.31,  -2.37,   3.19
195302,   1.94,   0.94,   1.20,   2.07,   0.57
195303,  -1.07,  -0.89,  -2.24,  -0.02,  -1.48
195304,  -1.58,  -2.80,  -1.58,  -2.47,  -2.68
195305,   0.49,   0.50,  -0.11,   0.65,   1.46
195306,  -3.52,  -3.15,  -2.38,  -3.13,  -3.11
195307,   1.52,   1.92,   1.72,   2.58,   1.67
195308,  -4.26,  -5.05,  -6.00,  -1.86,  -7.24
195309,  -1.72,  -0.66,   2.23,  -0.38,  -2.37
195310,   2.30,   4.83,   3.80,   2.70,   3.24
195311,   0.86,   2.72,   1.37,   6.31,   2.75
195312,  -2.16,  -0.95,  -0.90,   0.05,  -2.34
195401,   6.66,   7.39,   6.81,   5.92,   7.66
195402,   0.46,   1.69,   2.09,   1.34,   1.71
195403,   1.21,   3.88,   3.68,   0.15,   2.79
195404,  -0.65,   2.69,   3.33,   2.18,   2.22
195405,   4.05,   4.25,   2.67,   2.33,   5.56
195406,   1.30,   1.01,   3.38,  -0.31,   1.27
195407,   7.60,   6.75,   7.92,   7.08,   7.62
195408,  -0.86,  -1.13,  -2.62,  -1.74,   0.18
195409,   3.83,   4.53,   5.88,   5.43,   4.24
195410,  -1.22,  -1.01,   0.02,   0.28,   0.80
195411,   6.48,   9.74,  11.81,  12.04,  10.67
195412,   7.41,   8.44,   8.89,   8.00,  12.90
195501,   1.73,   1.10,   2.10,  -2.24,   1.94
195502,   3.04,   4.85,   5.96,   3.80,   4.36
195503,  -0.62,   0.02,   0.60,   4.59,   0.87
195504,   2.64,   1.76,   3.00,   4.12,   3.26
195505,   0.29,   0.48,   0.99,   1.05,   2.10
195506,   2.52,   4.83,   2.48,   1.47,   2.15
195507,   2.17,   0.68,  -1.67,   1.02,  -0.99
195508,  -0.66,   1.51,  -0.81,  -0.25,   0.45
195509,  -0.01,  -0.77,  -2.87,  -1.15,  -1.60
195510,  -1.36,  -1.55,  -3.35,   0.94,  -2.52
195511,   2.75,   6.79,   6.05,   6.97,   6.48
195512,   1.58,   2.67,   3.27,   7.30,   1.30
195601,  -1.18,  -2.16,  -2.67,  -4.49,  -2.80
195602,   1.83,   4.08,   3.88,   4.05,   3.67
195603,   2.44,   6.66,   6.96,   7.09,   4.59
195604,  -0.48,   0.67,   0.46,   1.28,   1.25
195605,  -3.61,  -3.83,  -5.59,  -3.51,  -4.73
195606,   1.15,   2.94,   2.64,   2.26,   1.31
195607,   1.82,   5.63,   3.78,   4.34,   2.69
195608,  -0.73,  -1.97,  -1.86,  -3.27,  -3.19
195609,  -2.81,  -4.13,  -3.97,  -3.02,  -3.21
195610,   1.15,   0.85,  -0.50,   0.66,   0.02
195611,  -0.03,   1.48,  -0.55,  -0.92,  -0.59
195612,  -0.01,   3.31,   4.01,   6.22,   2.47
195701,   2.35,  -1.09,   0.50,  -1.17,   0.98
195702,  -1.65,  -2.37,  -2.54,   0.14,  -3.37
195703,   1.75,   2.04,   3.94,   6.87,   2.55
195704,   2.12,   2.43,   4.73,   4.60,   2.92
195705,   1.34,   2.44,   3.86,   4.50,   1.85
195706,  -0.04,  -1.67,   1.01,   4.11,  -0.46
195707,   0.60,   0.36,   0.10,   2.11,   1.23
195708,  -3.18,  -5.49,  -6.96,  -2.37,  -5.71
195709,  -3.21,  -6.21,  -5.86,  -1.54,  -6.68
195710,  -5.75,  -6.06,  -8.43,  -1.60,  -8.72
195711,   1.40,   2.77,   5.13,   7.41,  -0.62
195712,  -3.51,  -5.35,  -6.61,  -0.60,  -5.50
195801,  10.70,  10.11,  10.83,   2.36,  13.31
195802,   0.02,  -1.85,  -2.35,   4.28,  -1.15
195803,   3.58,   3.64,   4.93,  10.34,   2.05
195804,   3.93,   2.25,   2.08,   8.46,   3.99
195805,   3.66,   4.01,   5.54,   2.43,   3.46
195806,   3.02,   2.80,   4.08,   2.72,   4.57
195807,   3.92,   6.49,   3.96,   4.17,   5.59
195808,   5.04,   1.85,   4.84,   3.29,   2.28
195809,   5.85,   4.43,   5.18,  11.10,   6.06
195810,   2.85,   2.96,   6.22,   1.31,   3.79
195811,   4.54,   3.06,  10.33,   8.59,   4.43
195812,   3.57,   4.20,   5.07,   4.95,   2.79
195901,   5.26,   4.10,   2.66,  -0.09,   4.08
195902,   3.66,   1.85,   8.84,   4.86,   1.45
195903,   1.43,   0.95,   3.08,   4.51,   0.04
195904,   2.29,   2.00,   9.39,  11.06,   1.21
195905,   0.63,   0.99,   0.45,  -2.46,   0.91
195906,   0.71,   0.32,   1.12,   6.27,  -0.27
195907,   3.98,   3.35,   2.14,   3.79,   0.77
195908,  -0.20,  -1.61,  -3.97,   0.02,  -2.03
195909,  -2.98,  -5.24,  -5.88,  -6.10,  -4.18
195910,   1.97,   1.60,   7.00,   5.48,   1.13
195911,   0.91,   1.86,   5.07,   4.80,  -0.47
195912,   2.60,   1.96,   3.99,  -0.91,   1.94
196001,  -3.06,  -4.15,  -7.73,  -4.71,  -2.53
196002,   1.05,   0.29,   5.46,   1.20,  -0.10
196003,  -3.01,  -2.12,  -2.33,   0.15,  -2.67
196004,  -0.89,  -2.54,  -2.32,   1.17,  -2.53
196005,   1.55,   1.56,  11.17,  11.25,   0.03
196006,   3.31,   1.74,   1.41,   3.33,   1.89
196007,  -1.26,  -1.62,  -5.74,  -4.15,  -1.76
196008,   3.85,   3.48,   5.66,   1.92,   4.07
196009,  -4.94,  -5.97, -10.16,  -8.55,  -5.84
196010,  -1.38,  -2.14,  -6.44,  -4.32,  -2.12
196011,   4.95,   4.17,   6.32,   4.21,   5.28
196012,   2.86,   4.63,   3.62,   6.04,   2.64
196101,   7.93,   8.45,   4.76,   8.13,   9.70
196102,   6.57,   5.81,   7.65,   6.55,   5.51
196103,   6.42,   3.99,   6.31,   6.50,   4.61
196104,   0.65,   0.61,   2.25,  -2.72,   1.20
196105,   4.05,   4.54,   3.24,   1.57,   5.09
196106,  -3.18,  -4.30,  -5.71,  -3.27,  -4.57
196107,   0.95,   1.52,   0.85,   1.80,   0.35
196108,   2.90,   1.61,  -0.41,   4.24,   3.34
196109,  -1.55,  -3.10,  -5.96,  -2.54,  -3.19
196110,   3.35,   1.80,  -0.24,   3.77,   2.20
196111,   6.41,   3.63,   6.15,   3.06,   4.79
196112,  -0.66,   0.16,  -0.15,  -2.61,  -1.64
196201,  -1.58,  -0.45,  -2.63,  -3.49,   1.33
196202,   1.02,   1.95,   0.26,   2.10,   1.60
196203,  -0.45,  -0.32,  -1.52,   0.33,  -1.42
196204,  -7.11,  -6.10,  -9.34,  -9.69,  -6.60
196205,  -9.51,  -9.36, -12.92, -12.47,  -9.59
196206,  -8.33,  -7.87, -11.12, -11.78,  -8.63
196207,   6.23,   5.81,   9.46,   5.77,   7.25
196208,   2.74,   2.47,   4.60,  -3.78,   4.53
196209,  -6.48,  -5.21,  -9.53,  -5.56,  -6.51
196210,  -3.17,  -1.55,  -4.04,   0.73,  -2.06
196211,  11.73,  13.13,  16.85,  19.63,  17.22
196212,  -0.69,  -0.88,  -2.66,  -0.25,  -0.51
196301,   8.21,   7.74,   7.78,   7.00,   8.18
196302,  -1.77,  -1.08,  -3.98,  -2.11,  -0.33
196303,   1.55,   2.63,  -0.26,   1.27,   2.74
196304,   3.82,   3.53,   3.87,   7.47,   4.55
196305,   2.47,   3.18,   3.72,  -0.16,   5.46
196306,  -1.57,  -1.58,  -1.82,  -1.79,  -1.57
196307,  -0.36,  -0.44,  -2.37,   0.60,  -1.11
196308,   3.70,   4.55,   3.58,   7.28,   4.47
196309,  -1.29,  -1.07,  -0.10,  -1.33,  -1.50
196310,   1.85,   0.39,   4.49,   3.80,   0.97
196311,  -2.45,  -0.73,  -2.55,  -1.55,  -2.01
196312,  -1.30,   0.15,  -3.20,  -0.45,   0.66
196401,   3.29,   3.71,   2.32,   3.66,   2.95
196402,   2.08,   2.33,   1.24,   0.97,   5.18
196403,   1.72,   3.54,   2.29,  -1.40,   3.47
196404,   0.98,   0.09,  -1.64,  -1.47,  -0.22
196405,   0.21,   1.30,  -0.93,   0.00,   0.96
196406,   1.96,   1.14,   0.56,  -0.27,  -0.42
196407,   2.89,   3.46,   1.56,   4.83,   2.43
196408,  -0.35,  -0.15,  -1.71,  -2.43,  -1.38
196409,   3.59,   3.15,   4.40,   5.24,   5.40
196410,   2.06,   1.77,   1.13,   2.29,   2.55
196411,   0.66,  -0.14,  -1.52,   2.05,  -0.74
196412,  -1.66,  -1.40,  -0.60,   3.48,  -1.69
196501,   7.95,   6.92,   9.70,   7.71,   6.08
196502,   3.58,   3.06,   3.43,   2.05,   3.96
196503,   1.78,   1.29,   1.80,   0.68,   1.10
196504,   4.26,   4.33,   5.63,   2.98,   2.80
196505,   0.54,  -1.03,   0.19,  -1.48,  -1.58
196506,  -8.41,  -7.91, -10.40,  -6.35,  -8.07
196507,   2.02,   3.03,   4.86,   4.36,   3.09
196508,   3.74,   3.42,   8.68,   6.66,   4.41
196509,   2.20,   2.85,   5.49,   3.21,   1.83
196510,   5.35,   5.90,   8.43,   4.25,   5.83
196511,   3.34,   4.02,  13.08,   4.46,   5.15
196512,   3.59,   4.08,   3.39,   4.91,   6.44
196601,   6.48,   6.00,   6.01,   4.41,   7.58
196602,   3.00,   2.31,   6.32,  -0.27,   3.47
196603,  -1.42,  -0.86,  -1.77,  -1.56,   0.55
196604,   3.34,   4.61,  10.36,   4.70,   4.34
196605,  -8.46,  -7.96, -13.01,  -7.02,  -9.30
196606,  -0.92,  -0.82,   2.03,   1.95,  -0.90
196607,  -1.81,  -1.32,  -2.17,  -1.44,  -1.78
196608, -10.06,  -9.56,  -8.86,  -9.49, -11.89
196609,  -2.01,  -1.20,  -3.69,  -1.84,  -2.27
196610,  -2.42,   0.78,  -7.03,   2.16,  -2.58
196611,   1.31,   2.99,  12.16,   7.52,   7.32
196612,  -0.17,   2.52,   4.78,   1.94,   0.68
196701,  17.28,  15.60,  22.73,  10.14,  20.11
196702,   5.55,   3.29,   5.33,   2.86,   4.67
196703,   4.31,   6.29,   7.71,   8.58,   6.64
196704,   5.06,   3.77,   6.28,   5.28,   2.42
196705,  -0.54,  -0.81,  -2.65,  -4.43,   0.55
196706,   8.20,   7.59,  13.50,   6.25,   7.86
196707,   9.06,   7.61,   4.94,   5.17,  11.54
196708,   2.08,   0.17,  -2.43,   2.24,   1.32
196709,   8.37,   4.80,   8.99,   6.41,   4.99
196710,  -0.77,  -3.20,  -2.07,  -5.90,  -1.34
196711,  -0.17,   0.23,  -0.04,   1.50,   0.09
196712,   7.81,   7.97,   9.74,   1.75,   9.16
196801,   4.12,   1.01,  -3.47,  -5.26,   6.18
196802,  -4.78,  -5.61,  -8.74,  -5.40,  -4.71
196803,   0.09,  -1.63,  -1.12,  -0.16,  -1.28
196804,  16.05,  12.41,  16.82,  11.00,  14.59
196805,  11.51,   7.32,   9.16,   5.75,  11.32
196806,   1.57,   2.11,  -1.79,   1.01,   2.41
196807,  -2.89,  -2.49,  -6.80,  -3.75,  -0.89
196808,   4.39,   3.11,   2.39,   2.11,   4.38
196809,   7.98,   5.45,   6.48,   1.59,   9.76
196810,   2.18,   0.54,  -2.42,  -0.47,   0.73
196811,   6.43,   7.22,   7.87,   8.47,   8.00
196812,   0.49,   0.69,  -0.64,  -0.64,   0.60
196901,  -0.92,   0.00,  -2.37,  -0.49,   0.92
196902,  -8.56,  -8.20, -10.22,  -6.11,  -9.05
196903,   1.71,   2.29,   0.87,   3.64,   2.00
196904,   0.35,  -0.56,   1.27,   3.92,   2.03
196905,   0.59,   0.76,  -0.35,   2.46,  -0.56
196906, -11.31, -10.59, -12.37,  -8.09, -13.02
196907, -10.15,  -8.47, -11.88,  -4.04, -10.39
196908,   5.31,   3.84,   6.29,  10.44,   7.04
196909,  -2.32,  -3.31,  -2.31,   1.84,  -1.33
196910,   9.69,   7.88,  16.54,  11.13,   7.93
196911,  -5.76,  -5.41,  -4.81,  -1.41,  -7.00
196912,  -7.60,  -5.47,  -7.25,   0.61,  -9.01
197001,  -3.71,  -3.18,  -5.81,  -4.11,  -5.09
197002,   2.37,   4.43,   3.78,   4.13,   7.10
197003,  -2.07,  -1.21,  -6.28,  -4.91,  -2.60
197004, -15.77, -14.31, -20.74, -17.07, -18.25
197005,  -9.76,  -7.95, -10.30, -10.36,  -9.41
197006,  -7.17,  -7.05, -10.46,  -5.75,  -8.35
197007,   6.60,   6.56,   0.76,   4.16,   6.08
197008,   5.75,   5.99,   7.69,   4.87,   7.16
197009,  13.49,  10.19,  20.39,  12.19,  13.51
197010,  -4.85,  -5.13, -12.30,  -4.42,  -6.55
197011,   0.08,   1.27,  -2.91,  -0.25,   0.24
197012,  11.08,   7.66,   4.97,   9.09,   6.91
197101,  14.29,  11.51,  17.89,   8.44,  16.16
197102,   7.37,   3.18,   4.67,   6.85,   4.03
197103,   6.11,   3.92,   9.42,   4.64,   6.15
197104,   1.92,   2.49,   3.32,   4.08,   3.71
197105,  -4.88,  -4.94,  -5.84,  -0.49,  -5.80
197106,  -1.89,  -1.57,  -3.20,  -0.50,  -1.70
197107,  -5.91,  -4.47,  -8.91,  -6.10,  -5.86
197108,   3.97,   3.74,   4.99,   4.70,   5.15
197109,   0.73,  -1.51,  -2.83,   1.45,   0.00
197110,  -5.64,  -5.40,  -7.64,  -4.85,  -6.31
197111,  -3.57,  -3.11,  -2.54,  -2.89,  -4.02
197112,  12.57,  10.81,  15.61,  12.11,  11.08
197201,  10.15,   8.85,  17.51,   6.67,  11.63
197202,   4.82,   3.71,   5.99,   7.85,   2.58
197203,  -0.33,  -0.19,   0.15,   0.44,   0.25
197204,  -0.09,   0.50,   0.27,  -0.61,  -0.11
197205,  -2.49,  -1.62,  -1.42,   0.27,  -2.42
197206,  -4.40,  -2.64,  -3.34,  -1.18,  -3.94
197207,  -4.67,  -1.54,  -2.61,  -1.96,  -4.19
197208,  -0.81,   2.99,   0.69,   3.80,   0.78
197209,  -3.84,  -2.34,  -3.89,  -3.67,  -3.42
197210,  -1.74,  -0.59,  -2.05,  -4.44,  -2.05
197211,   6.05,   5.82,   2.96,  -0.40,   4.31
197212,  -2.72,  -1.25,  -2.68,  -0.09,  -3.03
197301,  -5.77,  -2.07,  -3.86,  -8.10,  -4.66
197302,  -8.47,  -6.30,  -9.19,  -7.34,  -7.12
197303,  -4.34,  -1.53,  -3.49,  -3.02,  -2.12
197304,  -8.74,  -4.84,  -8.41, -10.00,  -8.57
197305,  -9.45,  -6.69,  -9.87,  -8.81,  -8.90
197306,  -4.88,  -2.47,  -2.65,  -4.27,  -2.91
197307,  12.02,   9.46,  16.06,  14.64,   9.87
197308,  -5.42,  -3.25,  -6.06,  -6.19,  -4.35
197309,   6.33,   8.89,  11.23,   8.52,   5.92
197310,  -1.86,   1.95,   1.20,   0.75,  -1.36
197311, -20.20, -15.80, -21.60, -15.78, -16.32
197312,  -5.97,  -1.75,  -4.71,  -5.26,  -4.14
197401,  14.86,  12.28,  14.84,   9.53,  12.76
197402,   1.31,   0.81,  -1.21,  -0.81,   0.78
197403,   2.04,   1.09,   0.55,  -0.62,   0.45
197404,  -4.97,  -4.63,  -5.87,  -5.51,  -5.87
197405,  -6.23,  -6.49,  -7.01,  -5.97,  -7.86
197406,  -3.01,  -1.52,  -4.26,  -3.09,  -3.83
197407,  -5.44,  -3.47,  -7.72,  -7.36,  -5.81
197408,  -7.85,  -7.14,  -8.51,  -7.90,  -8.92
197409,  -8.51,  -7.10, -11.06, -11.78,  -7.07
197410,   6.92,  11.63,   6.55,  19.96,   8.45
197411,  -6.14,  -3.50,  -5.71,  -1.61,  -5.12
197412,  -8.43,  -6.17, -10.19,  -8.27,  -7.68
197501,  31.16,  25.20,  34.78,  27.65,  28.91
197502,   4.93,   4.79,   8.21,  11.84,   5.93
197503,  11.72,   5.69,  11.66,   5.19,   7.22
197504,   3.37,   4.69,   6.67,   3.80,   1.70
197505,   6.83,   7.33,  10.89,   8.65,   7.05
197506,   8.10,   8.13,   8.68,   5.43,   5.97
197507,   0.79,  -1.58,  -2.34,  -2.52,  -0.67
197508,  -4.44,  -3.80,  -6.09,  -7.68,  -4.94
197509,  -2.60,  -3.26,  -4.41,  -5.04,  -4.42
197510,   3.99,   1.24,   0.50,   1.88,   0.64
197511,   4.02,   1.59,   1.63,   2.66,   0.77
197512,  -0.69,  -0.73,  -2.19,  -0.75,   0.45
197601,  20.39,  18.30,  24.41,  17.01,  16.60
197602,  14.19,   8.71,  14.03,   7.48,  11.01
197603,   1.67,   1.67,   3.03,   1.90,   2.75
197604,  -1.27,   0.05,  -1.12,  -3.51,  -0.18
197605,  -4.02,   0.24,  -3.22,  -1.81,  -1.80
197606,   1.17,   3.79,   5.83,   2.57,   2.73
197607,  -0.67,   0.83,  -1.28,   0.80,   0.78
197608,  -2.27,  -1.07,  -2.60,  -1.52,  -1.23
197609,   0.40,   2.76,   1.32,   2.06,   1.50
197610,  -2.77,  -1.87,  -3.79,  -1.10,  -1.44
197611,   2.71,   2.37,   3.04,   1.06,   2.68
197612,   9.45,   9.22,  12.41,   9.24,  10.29
197701,   2.14,   4.51,   5.35,   3.71,   3.58
197702,  -0.25,   0.00,   0.75,  -0.50,   0.91
197703,  -0.03,   0.84,   1.89,   0.65,   1.66
197704,   0.76,   2.38,   1.39,  -1.12,   2.34
197705,  -0.01,  -0.01,   0.32,   0.04,   0.87
197706,   4.50,   5.69,   6.11,   7.14,   5.38
197707,   1.22,  -0.16,   1.17,   0.86,   2.22
197708,  -0.17,  -1.28,   0.43,  -0.43,   0.08
197709,   1.81,   0.47,   0.83,   4.78,   1.71
197710,  -1.94,  -3.06,  -2.53,  -0.35,  -2.15
197711,   6.78,   6.91,   9.12,   8.17,   7.07
197712,   1.52,   1.70,   3.40,   3.92,   2.40
197801,  -1.09,  -2.26,  -2.13,  -1.42,  -0.28
197802,   3.18,   2.07,   2.51,   1.86,   2.56
197803,   6.99,   5.29,   9.50,   8.91,   6.87
197804,   7.77,   7.29,  11.49,  10.94,   7.77
197805,   7.37,   5.82,  11.58,   8.29,   6.20
197806,   0.41,   0.38,   0.49,   0.73,   1.87
197807,   3.18,   5.45,   7.34,   8.94,   5.59
197808,   9.87,   6.86,  16.51,   9.74,   9.06
197809,   1.01,  -0.15,   0.91,  -0.25,   0.61
197810, -19.02, -17.19, -23.69, -22.79, -16.38
197811,   4.05,   4.84,   7.98,   7.87,   2.68
197812,  -0.02,   1.14,   4.14,   3.32,   1.72
197901,   9.40,   9.62,  11.63,   8.97,   8.38
197902,  -2.72,  -1.47,  -3.39,  -4.45,  -1.14
197903,   6.69,   9.35,  11.18,   7.30,   7.56
197904,   2.29,   2.60,   2.84,   1.10,   3.17
197905,  -1.29,  -0.80,  -1.40,  -1.31,  -0.70
197906,   2.57,   7.28,   5.25,   4.46,   6.06
197907,   1.39,   2.68,   1.84,   2.89,   2.72
197908,   7.18,   8.09,   9.41,   7.62,   6.75
197909,  -0.81,   0.18,  -0.29,   1.32,  -0.25
197910,  -9.61,  -9.26,  -9.28,  -9.27, -10.14
197911,   3.82,   7.70,  10.94,   9.77,   6.02
197912,   4.55,   7.63,   9.82,   7.15,   6.26
198001,   7.44,  11.38,  13.68,   8.25,   9.82
198002,  -1.38,  -0.99,  -0.74,  -3.28,  -0.56
198003, -15.18, -16.35, -18.75, -13.64, -16.00
198004,   3.53,   5.50,   5.60,   6.22,   5.88
198005,   7.89,   5.97,   6.94,  10.93,   7.76
198006,   3.84,   4.29,   3.20,   1.94,   5.09
198007,   8.32,   8.04,  16.55,  13.17,   8.45
198008,   6.19,   5.63,  12.76,   8.70,   5.57
198009,   3.80,   5.44,   6.26,   6.60,   4.69
198010,   1.88,   4.39,   7.18,   6.41,   4.77
198011,   2.39,   9.46,  10.42,   7.72,   6.27
198012,  -3.02,  -3.87,  -3.54,  -2.17,  -2.59
198101,   3.10,  -0.97,  -2.56,   2.90,   1.13
198102,   1.59,   0.27,  -2.10,  -1.81,   1.33
198103,   7.82,   6.28,   8.20,  11.85,   7.29
198104,   4.83,   0.00,   5.98,   7.14,   2.99
198105,   2.72,   2.21,   7.54,   3.72,   1.70
198106,   1.64,  -1.27,  -5.22,  -2.14,   0.12
198107,  -2.24,  -0.11,  -5.34,  -4.24,  -2.08
198108,  -6.54,  -7.09, -12.00, -11.01,  -6.47
198109,  -6.47, -10.53,  -9.69,  -7.72,  -8.58
198110,   6.06,   6.36,  10.46,   9.42,   7.01
198111,   1.21,   1.77,   2.12,   1.41,   2.43
198112,  -0.99,  -2.70,  -1.70,  -1.68,  -2.19
198201,  -0.40,  -2.78,  -1.06,  -0.78,  -2.18
198202,  -2.31,  -6.45,  -5.70,  -3.12,  -4.15
198203,   1.14,  -2.41,  -1.18,  -0.20,  -1.28
198204,   6.17,   3.10,   8.21,   9.66,   5.42
198205,  -1.57,  -2.46,  -3.46,  -3.70,  -2.41
198206,  -0.62,  -4.78,  -4.81,  -2.90,  -3.25
198207,   0.76,  -3.96,  -1.36,   0.54,  -1.37
198208,   4.68,   6.80,   6.00,   6.15,   6.98
198209,   5.01,  -0.29,   5.00,   5.52,   4.16
198210,  12.91,  10.00,  17.91,  15.47,  13.46
198211,  10.75,   4.20,  14.31,  14.90,  10.42
198212,   2.06,   1.63,   3.95,   4.07,   1.85
198301,   8.47,  10.82,  16.15,  12.30,  10.57
198302,   8.15,   2.43,   8.58,   8.43,   4.88
198303,   7.57,   3.22,   2.63,   6.09,   6.44
198304,   8.86,   6.62,   6.63,   8.62,   9.24
198305,   7.94,   9.98,  11.98,   8.12,   8.61
198306,   6.67,   3.80,   5.97,   5.73,   4.08
198307,  -1.30,  -0.12,  -6.05,  -7.12,  -1.31
198308,  -4.09,  -2.00,  -5.39,  -4.42,  -3.29
198309,   1.52,   0.30,  -1.46,  -2.45,   0.51
198310,  -4.56,  -4.54, -10.74, -10.89,  -4.61
198311,   3.80,   1.91,   4.99,   0.69,   2.68
198312,  -2.06,  -1.57,  -3.99,  -5.93,  -1.46
198401,  -1.01,   2.34,  -2.02,  -1.87,   0.70
198402,  -5.42,  -4.66,  -9.34,  -5.75,  -4.61
198403,   1.11,   1.67,  -0.55,   0.32,   0.36
198404,  -1.83,  -0.97,  -2.73,  -1.06,  -2.69
198405,  -3.96,  -4.14,  -6.35,  -7.35,  -5.36
198406,   2.94,   0.37,   2.50,   2.76,   0.92
198407,  -3.54,  -4.89,  -7.37,  -5.39,  -3.75
198408,   8.69,   8.62,  11.28,  13.50,   7.17
198409,   0.13,   0.26,  -2.98,  -2.71,   1.45
198410,  -2.16,  -3.09,  -4.17,  -2.06,  -0.56
198411,  -2.85,  -2.79,  -5.37,  -5.13,  -2.42
198412,   0.64,   0.31,   0.53,   0.07,   1.12
198501,  11.28,   9.28,  17.83,  17.36,  12.00
198502,   4.32,   3.98,   5.89,   8.00,   4.49
198503,  -1.04,  -0.81,  -3.81,  -2.09,   0.60
198504,  -1.49,  -1.36,  -4.17,   0.64,   0.24
