This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
201209,    165,     93,    432,    162,    666,    103,    328,    436,     90,   1120
201210,    164,     92,    429,    158,    661,    103,    324,    435,     90,   1112
201211,    164,     92,    427,    157,    655,    101,    323,    434,     90,   1107
201212,    164,     91,    422,    156,    647,    100,    323,    428,     89,   1100
201301,    162,     91,    421,    156,    646,     99,    320,    426,     89,   1098
201302,    159,     91,    420,    156,    644,     98,    317,    425,     89,   1092
201303,    159,     90,    419,    156,    639,     98,    317,    421,     89,   1086
201304,    159,     89,    417,    154,    631,     98,    314,    420,     89,   1079
201305,    157,     89,    415,    152,    628,     97,    312,    419,     89,   1072
201306,    154,     89,    415,    151,    624,     96,    310,    415,     88,   1066
201307,    158,     90,    422,    156,    661,     96,    324,    455,     88,   1094
201308,    156,     89,    420,    155,    656,     95,    324,    453,     88,   1092
201309,    155,     88,    419,    154,    651,     94,    324,    452,     88,   1088
201310,    154,     87,    416,    153,    647,     94,    322,    446,     88,   1086
201311,    152,     86,    415,    152,    640,     94,    315,    445,     88,   1081
201312,    152,     86,    415,    151,    636,     92,    314,    444,     87,   1077
201401,    152,     86,    415,    151,    633,     92,    312,    439,     87,   1073
201402,    150,     86,    408,    151,    629,     92,    310,    436,     87,   1067
201403,    150,     85,    406,    149,    629,     91,    310,    435,     87,   1064
201404,    149,     85,    405,    148,    626,     90,    309,    434,     87,   1059
201405,    147,     85,    402,    148,    625,     90,    308,    432,     87,   1054
201406,    146,     85,    402,    147,    621,     89,    308,    431,     87,   1050
201407,    152,     87,    417,    165,    673,     92,    325,    530,     88,   1100
201408,    151,     87,    417,    165,    672,     92,    322,    528,     87,   1096
201409,    150,     87,    417,    164,    670,     91,    322,    525,     87,   1092
201410,    149,     86,    417,    162,    665,     90,    320,    524,     87,   1088
201411,    149,     85,    416,    161,    663,     89,    319,    519,     87,   1082
201412,    149,     84,    415,    160,    656,     88,    317,    518,     87,   1078
201501,    148,     84,    414,    159,    650,     88,    315,    515,     87,   1074
201502,    148,     84,    411,    158,    645,     88,    311,    512,     87,   1069
201503,    147,     84,    410,    156,    641,     88,    309,    509,     87,   1063
201504,    147,     83,    410,    156,    637,     87,    309,    506,     87,   1056
201505,    147,     82,    410,    155,    632,     87,    309,    502,     87,   1055
201506,    145,     82,    408,    154,    627,     87,    309,    501,     86,   1049
201507,    143,     82,    415,    154,    664,     87,    323,    591,     88,   1110
201508,    143,     81,    413,    153,    661,     87,    319,    589,     88,   1107
201509,    142,     81,    407,    152,    658,     87,    319,    587,     88,   1103
201510,    141,     80,    405,    150,    649,     87,    318,    582,     88,   1093
201511,    141,     80,    404,    149,    645,     87,    318,    579,     88,   1088
